"id","nama_jalan","foto_path","latitude","longitude","created_at","statuslaporan"
"683","Jl. Raya Pangenan KM 4 Segmen 8","uploads/laporan_cirebon_0682.jpg","-6.7895221","108.3839567","2025-11-13 11:23:01","diterima"
"684","Jl. Raya Tengah Tani KM 4 Segmen 6","uploads/laporan_cirebon_0683.jpg","-6.7734392","108.7850658","2023-10-19 00:32:55","diperbaiki"
"685","Jl. Raya Losari KM 9 Segmen 8","uploads/laporan_cirebon_0684.jpg","-6.5645156","108.5412553","2023-10-13 23:47:55","diperbaiki"
"686","Jl. Raya Ciledug KM 14 Segmen 6","uploads/laporan_cirebon_0685.jpg","-6.7722227","108.5682785","2024-12-01 11:23:41","diterima"
"687","Jl. Raya Sumber KM 19 Segmen 4","uploads/laporan_cirebon_0686.jpg","-6.6150333","108.7187833","2024-01-02 14:27:14","diperbaiki"
"688","Jl. Raya Susukan KM 7 Segmen 3","uploads/laporan_cirebon_0687.jpg","-6.6199869","108.7271147","2025-01-05 01:14:03","selesai"
"689","Jl. Raya Arjawinangun KM 14 Segmen 8","uploads/laporan_cirebon_0688.jpg","-6.8529349","108.7998371","2025-09-06 23:24:36","diperbaiki"
"690","Jl. Raya Kedawung KM 16 Segmen 5","uploads/laporan_cirebon_0689.jpg","-6.8121591","108.7834959","2023-03-16 09:43:54","diperbaiki"
"691","Jl. Raya Plered KM 2 Segmen 4","uploads/laporan_cirebon_0690.jpg","-6.6151637","108.6039735","2025-09-05 17:57:55","diterima"
"692","Jl. Raya Klangenan KM 9 Segmen 6","uploads/laporan_cirebon_0691.jpg","-6.7738927","108.642021","2024-02-05 15:18:18","diterima"
"693","Jl. Raya Kapetakan KM 4 Segmen 6","uploads/laporan_cirebon_0692.jpg","-6.596421","108.8326648","2023-11-06 08:41:45","diperbaiki"
"694","Jl. Raya Pasaleman KM 6 Segmen 5","uploads/laporan_cirebon_0693.jpg","-6.7757118","108.6964006","2025-01-27 14:05:02","selesai"
"695","Jl. Raya Mundu KM 3 Segmen 7","uploads/laporan_cirebon_0694.jpg","-6.6852177","108.5979635","2023-08-14 07:20:14","selesai"
"696","Jl. Raya Klangenan KM 14 Segmen 7","uploads/laporan_cirebon_0695.jpg","-6.6028847","108.4135317","2023-09-09 22:46:43","diterima"
"697","Jl. Raya Kedawung KM 11 Segmen 5","uploads/laporan_cirebon_0696.jpg","-6.6513483","108.6645309","2024-09-06 14:38:35","diterima"
"698","Jl. Raya Mundu KM 25 Segmen 6","uploads/laporan_cirebon_0697.jpg","-6.6382366","108.6248398","2024-11-30 18:58:40","diperbaiki"
"699","Jl. Raya Arjawinangun KM 1 Segmen 3","uploads/laporan_cirebon_0698.jpg","-6.6452797","108.6911506","2025-12-24 18:52:29","selesai"
"700","Jl. Raya Ciledug KM 6 Segmen 7","uploads/laporan_cirebon_0699.jpg","-6.8639467","108.4099824","2025-01-05 08:38:42","diperbaiki"
"701","Jl. Kartini KM 25 Segmen 7","uploads/laporan_cirebon_0700.jpg","-6.716606","108.8481265","2023-06-11 17:43:54","diterima"
"702","Jl. Raya Weru KM 3 Segmen 7","uploads/laporan_cirebon_0701.jpg","-6.7917203","108.4962764","2024-03-17 17:49:20","diperbaiki"
"703","Jl. Raya Sumber KM 5 Segmen 3","uploads/laporan_cirebon_0702.jpg","-6.89","108.6918681","2024-05-20 11:23:01","selesai"
"704","Jl. Raya Pangenan KM 18 Segmen 5","uploads/laporan_cirebon_0703.jpg","-6.7080092","108.443504","2025-12-20 00:15:57","diperbaiki"
"705","Jl. Raya Tengah Tani KM 20 Segmen 8","uploads/laporan_cirebon_0704.jpg","-6.6791334","108.67885","2025-05-26 09:51:56","diperbaiki"
"706","Jl. Raya Pasaleman KM 10 Segmen 6","uploads/laporan_cirebon_0705.jpg","-6.7314219","108.4867504","2023-05-20 09:48:57","diperbaiki"
"707","Jl. Raya Dukupuntang KM 14 Segmen 5","uploads/laporan_cirebon_0706.jpg","-6.8454989","108.3849612","2025-03-24 05:38:36","selesai"
"708","Jl. Raya Sumber KM 12 Segmen 5","uploads/laporan_cirebon_0707.jpg","-6.7357807","108.383909","2025-02-03 11:32:28","ditolak"
"709","Jl. Raya Karangsembung KM 10 Segmen 1","uploads/laporan_cirebon_0708.jpg","-6.6319458","108.7550434","2025-07-16 16:54:47","diterima"
"710","Jl. Tuparev KM 18 Segmen 6","uploads/laporan_cirebon_0709.jpg","-6.8340002","108.7946162","2024-11-10 07:30:23","diperbaiki"
"711","Jl. Raya Plered KM 23 Segmen 7","uploads/laporan_cirebon_0710.jpg","-6.6100506","108.4836784","2023-05-04 08:09:10","diperbaiki"
"712","Jl. Raya Losari KM 17 Segmen 5","uploads/laporan_cirebon_0711.jpg","-6.8003631","108.7291756","2024-02-22 21:24:41","diperbaiki"
"713","Jl. Fatahillah KM 6 Segmen 3","uploads/laporan_cirebon_0712.jpg","-6.7986416","108.6793396","2025-08-17 21:37:18","diperbaiki"
"714","Jl. Raya Suranenggala KM 16 Segmen 4","uploads/laporan_cirebon_0713.jpg","-6.7877747","108.4515102","2025-04-11 08:09:19","diterima"
"715","Jl. Sunan Gunung Jati KM 10 Segmen 5","uploads/laporan_cirebon_0714.jpg","-6.8562363","108.5860558","2023-01-14 00:52:14","diterima"
"716","Jl. Raya Weru KM 1 Segmen 8","uploads/laporan_cirebon_0715.jpg","-6.8239842","108.5775142","2025-02-13 12:32:25","ditolak"
"717","Jl. Raya Pangenan KM 23 Segmen 1","uploads/laporan_cirebon_0716.jpg","-6.784413","108.7764668","2023-08-16 05:32:56","diterima"
"718","Jl. Raya Gegesik KM 3 Segmen 8","uploads/laporan_cirebon_0717.jpg","-6.8364387","108.8009785","2024-01-24 18:38:17","selesai"
"719","Jl. Tuparev KM 4 Segmen 4","uploads/laporan_cirebon_0718.jpg","-6.7653207","108.8382369","2024-01-20 05:52:27","selesai"
"720","Jl. Siliwangi KM 7 Segmen 8","uploads/laporan_cirebon_0719.jpg","-6.642637","108.4241613","2025-10-31 21:34:24","ditolak"
"721","Jl. Raya Karangsembung KM 13 Segmen 5","uploads/laporan_cirebon_0720.jpg","-6.5723247","108.4545474","2023-03-07 19:48:17","selesai"
"722","Jl. Raya Pabedilan KM 17 Segmen 2","uploads/laporan_cirebon_0721.jpg","-6.8113405","108.6801044","2023-11-05 23:57:14","diperbaiki"
"723","Jl. Cipto Mangunkusumo KM 22 Segmen 4","uploads/laporan_cirebon_0722.jpg","-6.5593541","108.4909039","2024-11-05 17:43:10","diterima"
"724","Jl. Raya Plered KM 9 Segmen 2","uploads/laporan_cirebon_0723.jpg","-6.7614671","108.494252","2023-03-07 12:37:34","diperbaiki"
"725","Jl. Raya Karangsembung KM 23 Segmen 3","uploads/laporan_cirebon_0724.jpg","-6.7700105","108.4220556","2023-09-03 06:25:28","diperbaiki"
"726","Jl. Raya Suranenggala KM 11 Segmen 1","uploads/laporan_cirebon_0725.jpg","-6.8790787","108.6829502","2025-12-25 18:24:29","diperbaiki"
"727","Jl. Sunan Gunung Jati KM 5 Segmen 8","uploads/laporan_cirebon_0726.jpg","-6.8185639","108.8413876","2025-09-28 17:08:38","selesai"
"728","Jl. Raya Mundu KM 24 Segmen 4","uploads/laporan_cirebon_0727.jpg","-6.8925265","108.5575514","2023-07-29 14:10:46","diterima"
"729","Jl. Siliwangi KM 16 Segmen 8","uploads/laporan_cirebon_0728.jpg","-6.7043413","108.635085","2025-01-31 14:57:14","diterima"
"730","Jl. Raya Arjawinangun KM 18 Segmen 6","uploads/laporan_cirebon_0729.jpg","-6.7867117","108.6001455","2025-07-19 07:24:21","ditolak"
"731","Jl. Raya Pabedilan KM 6 Segmen 2","uploads/laporan_cirebon_0730.jpg","-6.7141019","108.5912106","2024-02-14 09:22:20","diperbaiki"
"732","Jl. Raya Pangenan KM 1 Segmen 7","uploads/laporan_cirebon_0731.jpg","-6.6432198","108.7949782","2025-08-21 00:22:50","selesai"
"733","Jl. Raya Suranenggala KM 8 Segmen 6","uploads/laporan_cirebon_0732.jpg","-6.6476488","108.689396","2025-04-17 12:45:19","selesai"
"734","Jl. Raya Palimanan KM 17 Segmen 8","uploads/laporan_cirebon_0733.jpg","-6.6319931","108.4524418","2024-03-16 02:49:02","diterima"
"735","Jl. Raya Kedawung KM 4 Segmen 2","uploads/laporan_cirebon_0734.jpg","-6.7168798","108.4113395","2023-07-21 21:20:07","diterima"
"736","Jl. Siliwangi KM 7 Segmen 2","uploads/laporan_cirebon_0735.jpg","-6.7301204","108.4264142","2025-06-06 07:52:37","selesai"
"737","Jl. Raya Susukan KM 22 Segmen 8","uploads/laporan_cirebon_0736.jpg","-6.7159625","108.7096176","2024-02-02 21:04:48","diterima"
"738","Jl. Raya Babakan KM 20 Segmen 2","uploads/laporan_cirebon_0737.jpg","-6.8954199","108.8128865","2025-10-15 23:06:29","diperbaiki"
"739","Jl. Pangeran Cakrabuana KM 15 Segmen 1","uploads/laporan_cirebon_0738.jpg","-6.7736759","108.7294344","2024-10-08 10:51:33","selesai"
"740","Jl. Cipto Mangunkusumo KM 20 Segmen 5","uploads/laporan_cirebon_0739.jpg","-6.7148427","108.7251212","2024-04-17 09:22:58","diterima"
"741","Jl. Raya Ciledug KM 17 Segmen 2","uploads/laporan_cirebon_0740.jpg","-6.8645712","108.4885785","2024-08-21 21:11:03","diterima"
"742","Jl. Raya Waled KM 22 Segmen 4","uploads/laporan_cirebon_0741.jpg","-6.7004903","108.8253266","2025-05-17 18:32:10","selesai"
"743","Jl. Raya Kapetakan KM 24 Segmen 2","uploads/laporan_cirebon_0742.jpg","-6.6318008","108.6509849","2025-11-14 01:54:19","diperbaiki"
"744","Jl. Raya Astanajapura KM 4 Segmen 3","uploads/laporan_cirebon_0743.jpg","-6.6226384","108.6384838","2025-02-23 07:18:38","diterima"
"745","Jl. Raya Plered KM 18 Segmen 8","uploads/laporan_cirebon_0744.jpg","-6.573268","108.8041679","2025-05-04 19:31:07","ditolak"
"746","Jl. Raya Kedawung KM 12 Segmen 7","uploads/laporan_cirebon_0745.jpg","-6.6325355","108.5823764","2024-05-17 18:07:27","selesai"
"747","Jl. Raya Pabuaran KM 18 Segmen 4","uploads/laporan_cirebon_0746.jpg","-6.7687279","108.6386122","2024-01-31 00:07:45","diperbaiki"
"748","Jl. Raya Mundu KM 15 Segmen 7","uploads/laporan_cirebon_0747.jpg","-6.8999315","108.3962916","2024-03-18 05:15:50","diperbaiki"
"749","Jl. Raya Waled KM 5 Segmen 5","uploads/laporan_cirebon_0748.jpg","-6.8977009","108.8426654","2023-12-01 00:10:29","selesai"
"750","Jl. Kartini KM 25 Segmen 5","uploads/laporan_cirebon_0749.jpg","-6.5783108","108.6202976","2025-06-05 19:03:09","ditolak"
"751","Jl. Raya Weru KM 4 Segmen 1","uploads/laporan_cirebon_0750.jpg","-6.7388706","108.4533703","2024-02-16 22:28:31","diperbaiki"
"752","Jl. Raya Tengah Tani KM 8 Segmen 4","uploads/laporan_cirebon_0751.jpg","-6.8103147","108.5211421","2025-06-05 12:18:10","diperbaiki"
"753","Jl. Raya Ciledug KM 24 Segmen 2","uploads/laporan_cirebon_0752.jpg","-6.6467468","108.752665","2023-09-26 21:16:19","diperbaiki"
"754","Jl. Raya Pabuaran KM 4 Segmen 5","uploads/laporan_cirebon_0753.jpg","-6.8869199","108.7599204","2024-08-16 00:04:12","diterima"
"755","Jl. Cipto Mangunkusumo KM 25 Segmen 6","uploads/laporan_cirebon_0754.jpg","-6.7782244","108.7640566","2024-10-09 08:03:17","ditolak"
"756","Jl. Raya Plumbon KM 25 Segmen 4","uploads/laporan_cirebon_0755.jpg","-6.6383125","108.7792547","2023-01-19 01:18:16","selesai"
"757","Jl. Raya Susukan KM 2 Segmen 5","uploads/laporan_cirebon_0756.jpg","-6.7164658","108.5300788","2025-05-27 20:28:45","diterima"
"758","Jl. Raya Greged KM 23 Segmen 4","uploads/laporan_cirebon_0757.jpg","-6.8463809","108.6966086","2024-09-02 14:43:43","ditolak"
"759","Jl. Raya Gunung Jati KM 19 Segmen 2","uploads/laporan_cirebon_0758.jpg","-6.82227","108.516198","2024-09-04 20:24:17","diterima"
"760","Jl. Raya Klangenan KM 3 Segmen 8","uploads/laporan_cirebon_0759.jpg","-6.6999958","108.4031762","2024-09-12 09:55:49","diterima"
"761","Jl. Raya Gegesik KM 17 Segmen 7","uploads/laporan_cirebon_0760.jpg","-6.6291612","108.4412763","2023-07-29 19:20:47","diperbaiki"
"762","Jl. Raya Palimanan KM 16 Segmen 7","uploads/laporan_cirebon_0761.jpg","-6.671713","108.4721667","2025-08-15 05:01:35","ditolak"
"763","Jl. Raya Waled KM 8 Segmen 4","uploads/laporan_cirebon_0762.jpg","-6.8749246","108.7450828","2024-05-17 16:39:35","selesai"
"764","Jl. Raya Pabuaran KM 3 Segmen 2","uploads/laporan_cirebon_0763.jpg","-6.6648884","108.5790641","2024-06-25 08:51:29","diterima"
"765","Jl. Raya Jamblang KM 20 Segmen 1","uploads/laporan_cirebon_0764.jpg","-6.6306115","108.45955","2024-06-27 13:22:20","selesai"
"766","Jl. Raya Mundu KM 20 Segmen 3","uploads/laporan_cirebon_0765.jpg","-6.7458378","108.8143802","2023-12-30 00:07:23","diterima"
"767","Jl. Raya Dukupuntang KM 5 Segmen 2","uploads/laporan_cirebon_0766.jpg","-6.8606699","108.4056329","2025-08-22 23:38:56","ditolak"
"768","Jl. Raya Beber KM 1 Segmen 6","uploads/laporan_cirebon_0767.jpg","-6.6571717","108.4323007","2024-11-30 10:30:41","diperbaiki"
"769","Jl. Raya Klangenan KM 7 Segmen 4","uploads/laporan_cirebon_0768.jpg","-6.8286695","108.625935","2024-02-07 02:28:09","diperbaiki"
"770","Jl. Raya Suranenggala KM 24 Segmen 3","uploads/laporan_cirebon_0769.jpg","-6.6567251","108.6940825","2024-08-08 07:54:51","diperbaiki"
"771","Jl. Raya Waled KM 2 Segmen 5","uploads/laporan_cirebon_0770.jpg","-6.8403881","108.5134864","2025-12-18 07:23:49","selesai"
"772","Jl. Cipto Mangunkusumo KM 15 Segmen 1","uploads/laporan_cirebon_0771.jpg","-6.8766908","108.6903752","2025-10-27 04:44:48","selesai"
"773","Jl. Raya Dukupuntang KM 4 Segmen 1","uploads/laporan_cirebon_0772.jpg","-6.7976265","108.7951991","2024-08-23 17:37:49","diterima"
"774","Jl. Raya Susukan KM 17 Segmen 2","uploads/laporan_cirebon_0773.jpg","-6.5836448","108.6077912","2025-07-16 20:44:25","diperbaiki"
"775","Jl. Raya Arjawinangun KM 7 Segmen 8","uploads/laporan_cirebon_0774.jpg","-6.7037594","108.7148605","2023-03-04 01:04:37","diterima"
"776","Jl. Raya Waled KM 10 Segmen 6","uploads/laporan_cirebon_0775.jpg","-6.7285235","108.7298636","2023-01-29 19:57:58","diterima"
"777","Jl. Raya Jamblang KM 12 Segmen 5","uploads/laporan_cirebon_0776.jpg","-6.8173283","108.8397748","2025-02-17 23:00:32","diterima"
"778","Jl. Cipto Mangunkusumo KM 21 Segmen 5","uploads/laporan_cirebon_0777.jpg","-6.592463","108.798489","2023-02-16 01:34:05","ditolak"
"779","Jl. Raya Lemahabang KM 8 Segmen 3","uploads/laporan_cirebon_0778.jpg","-6.7803748","108.5646379","2023-08-02 12:26:56","diterima"
"780","Jl. Raya Susukan KM 17 Segmen 4","uploads/laporan_cirebon_0779.jpg","-6.7539333","108.6492623","2024-10-24 18:46:02","ditolak"
"781","Jl. Raya Gunung Jati KM 11 Segmen 8","uploads/laporan_cirebon_0780.jpg","-6.7102182","108.4771759","2023-08-04 13:30:26","diperbaiki"
"782","Jl. Raya Palimanan KM 5 Segmen 5","uploads/laporan_cirebon_0781.jpg","-6.6590138","108.8023623","2023-07-30 09:34:42","diperbaiki"
"783","Jl. Raya Weru KM 21 Segmen 3","uploads/laporan_cirebon_0782.jpg","-6.7888763","108.6419499","2023-07-04 04:47:53","diterima"
"784","Jl. Raya Weru KM 24 Segmen 1","uploads/laporan_cirebon_0783.jpg","-6.6320977","108.793662","2024-10-05 11:32:08","ditolak"
"785","Jl. Raya Talun KM 15 Segmen 5","uploads/laporan_cirebon_0784.jpg","-6.846815","108.4683288","2023-07-24 15:23:09","diterima"
"786","Jl. Raya Suranenggala KM 20 Segmen 5","uploads/laporan_cirebon_0785.jpg","-6.6880384","108.6678102","2025-07-15 16:56:17","diterima"
"787","Jl. Kartini KM 12 Segmen 2","uploads/laporan_cirebon_0786.jpg","-6.6591506","108.604003","2025-02-19 15:01:04","selesai"
"788","Jl. Raya Karangsembung KM 23 Segmen 6","uploads/laporan_cirebon_0787.jpg","-6.8356082","108.5621063","2025-01-06 09:17:37","diterima"
"789","Jl. Raya Palimanan KM 8 Segmen 1","uploads/laporan_cirebon_0788.jpg","-6.7569938","108.8353431","2024-02-24 12:03:41","ditolak"
"790","Jl. Raya Babakan KM 24 Segmen 4","uploads/laporan_cirebon_0789.jpg","-6.6347782","108.4110841","2024-11-13 16:44:21","selesai"
"791","Jl. Raya Sedong KM 23 Segmen 6","uploads/laporan_cirebon_0790.jpg","-6.5966288","108.7971659","2024-10-26 11:25:52","diperbaiki"
"792","Jl. Siliwangi KM 20 Segmen 7","uploads/laporan_cirebon_0791.jpg","-6.6479297","108.5652508","2025-06-07 18:15:42","diperbaiki"
"793","Jl. Raya Waled KM 21 Segmen 1","uploads/laporan_cirebon_0792.jpg","-6.7177728","108.5922565","2023-03-08 04:22:47","selesai"
"794","Jl. Raya Losari KM 17 Segmen 7","uploads/laporan_cirebon_0793.jpg","-6.5556593","108.3984483","2024-08-25 02:14:19","diperbaiki"
"795","Jl. Cipto Mangunkusumo KM 7 Segmen 5","uploads/laporan_cirebon_0794.jpg","-6.7461561","108.7956669","2024-03-20 10:40:06","diperbaiki"
"796","Jl. Raya Astanajapura KM 10 Segmen 1","uploads/laporan_cirebon_0795.jpg","-6.6585165","108.8047276","2024-12-21 10:28:33","selesai"
"797","Jl. Raya Mundu KM 3 Segmen 2","uploads/laporan_cirebon_0796.jpg","-6.83708","108.6551604","2025-12-17 16:00:58","diperbaiki"
"798","Jl. Raya Gegesik KM 14 Segmen 6","uploads/laporan_cirebon_0797.jpg","-6.74219","108.4640729","2025-07-06 07:33:21","selesai"
"799","Jl. Raya Palimanan KM 15 Segmen 2","uploads/laporan_cirebon_0798.jpg","-6.8124712","108.7051072","2023-09-13 01:08:25","selesai"
"800","Jl. Raya Plumbon KM 3 Segmen 2","uploads/laporan_cirebon_0799.jpg","-6.6528207","108.678014","2023-05-13 19:27:30","diperbaiki"
"801","Jl. Raya Susukan KM 24 Segmen 3","uploads/laporan_cirebon_0800.jpg","-6.7674625","108.5588853","2023-09-23 18:03:13","ditolak"
"802","Jl. Raya Pabuaran KM 22 Segmen 3","uploads/laporan_cirebon_0801.jpg","-6.8432566","108.4479655","2023-03-21 23:59:37","diperbaiki"
"803","Jl. Raya Talun KM 24 Segmen 8","uploads/laporan_cirebon_0802.jpg","-6.7989268","108.4649271","2023-07-24 16:19:24","ditolak"
"804","Jl. Tuparev KM 20 Segmen 5","uploads/laporan_cirebon_0803.jpg","-6.8957273","108.613885","2025-02-13 21:43:48","diperbaiki"
"805","Jl. Tuparev KM 20 Segmen 8","uploads/laporan_cirebon_0804.jpg","-6.8167426","108.6567653","2025-01-09 06:49:42","diperbaiki"
"806","Jl. Raya Mundu KM 3 Segmen 1","uploads/laporan_cirebon_0805.jpg","-6.8143504","108.6372506","2025-08-21 01:33:09","selesai"
"807","Jl. Raya Ciledug KM 2 Segmen 3","uploads/laporan_cirebon_0806.jpg","-6.8481103","108.6870401","2023-02-27 08:03:36","diterima"
"808","Jl. Siliwangi KM 22 Segmen 5","uploads/laporan_cirebon_0807.jpg","-6.7841111","108.4212203","2023-06-19 10:37:32","diperbaiki"
"809","Jl. Raya Arjawinangun KM 6 Segmen 5","uploads/laporan_cirebon_0808.jpg","-6.6861186","108.7050114","2025-07-13 13:03:05","diperbaiki"
"810","Jl. Raya Pabedilan KM 6 Segmen 8","uploads/laporan_cirebon_0809.jpg","-6.6377328","108.5492887","2023-02-25 23:12:49","diterima"
"811","Jl. Raya Talun KM 11 Segmen 6","uploads/laporan_cirebon_0810.jpg","-6.5858646","108.7655244","2024-10-26 02:47:14","selesai"
"812","Jl. Fatahillah KM 10 Segmen 8","uploads/laporan_cirebon_0811.jpg","-6.852909","108.7064711","2024-03-02 14:03:53","diterima"
"813","Jl. Raya Kapetakan KM 17 Segmen 4","uploads/laporan_cirebon_0812.jpg","-6.6564597","108.6676653","2023-06-20 02:04:57","diperbaiki"
"814","Jl. Raya Waled KM 3 Segmen 8","uploads/laporan_cirebon_0813.jpg","-6.6465741","108.6642457","2024-03-22 10:07:07","diperbaiki"
"815","Jl. Raya Kedawung KM 9 Segmen 6","uploads/laporan_cirebon_0814.jpg","-6.5755131","108.6687163","2025-02-10 10:01:07","diperbaiki"
"816","Jl. Raya Sedong KM 16 Segmen 3","uploads/laporan_cirebon_0815.jpg","-6.5907177","108.4893792","2024-03-27 13:10:47","ditolak"
"817","Jl. Tuparev KM 4 Segmen 1","uploads/laporan_cirebon_0816.jpg","-6.73729","108.7544643","2023-11-19 08:51:13","selesai"
"818","Jl. Raya Kapetakan KM 14 Segmen 1","uploads/laporan_cirebon_0817.jpg","-6.7831727","108.6433953","2025-09-17 14:51:17","diterima"
"819","Jl. Raya Palimanan KM 23 Segmen 5","uploads/laporan_cirebon_0818.jpg","-6.8109539","108.4118829","2024-04-11 18:23:55","diperbaiki"
"820","Jl. Raya Kedawung KM 25 Segmen 1","uploads/laporan_cirebon_0819.jpg","-6.8601571","108.536643","2024-09-07 12:47:20","selesai"
"821","Jl. Raya Suranenggala KM 1 Segmen 3","uploads/laporan_cirebon_0820.jpg","-6.8320945","108.7718979","2025-11-10 22:36:32","diperbaiki"
"822","Jl. Raya Karangsembung KM 2 Segmen 3","uploads/laporan_cirebon_0821.jpg","-6.7314766","108.6747842","2025-04-14 10:36:03","selesai"
"823","Jl. Raya Pangenan KM 14 Segmen 1","uploads/laporan_cirebon_0822.jpg","-6.607713","108.5206916","2025-11-19 20:02:24","diterima"
"824","Jl. Raya Pasaleman KM 1 Segmen 4","uploads/laporan_cirebon_0823.jpg","-6.6979108","108.5359081","2024-07-03 13:59:50","diterima"
"825","Jl. Raya Weru KM 9 Segmen 1","uploads/laporan_cirebon_0824.jpg","-6.7812967","108.5563632","2025-04-10 06:08:51","selesai"
"826","Jl. Raya Pabuaran KM 20 Segmen 7","uploads/laporan_cirebon_0825.jpg","-6.8344174","108.434917","2024-04-24 04:33:51","selesai"
"827","Jl. Raya Kedawung KM 23 Segmen 1","uploads/laporan_cirebon_0826.jpg","-6.8049759","108.420795","2024-01-05 10:56:42","diperbaiki"
"828","Jl. Raya Talun KM 7 Segmen 5","uploads/laporan_cirebon_0827.jpg","-6.8387455","108.5558814","2023-02-28 09:11:16","selesai"
"829","Jl. Pangeran Cakrabuana KM 15 Segmen 1","uploads/laporan_cirebon_0828.jpg","-6.6203412","108.8053292","2023-08-28 15:26:09","diterima"
"830","Jl. Raya Karangsembung KM 24 Segmen 5","uploads/laporan_cirebon_0829.jpg","-6.6285634","108.4473487","2023-06-02 22:05:01","selesai"
"831","Jl. Raya Waled KM 22 Segmen 3","uploads/laporan_cirebon_0830.jpg","-6.8281845","108.3971797","2024-08-25 09:20:09","selesai"
"832","Jl. Raya Waled KM 4 Segmen 1","uploads/laporan_cirebon_0831.jpg","-6.7911565","108.4006941","2025-07-12 11:38:48","selesai"
"833","Jl. Raya Klangenan KM 15 Segmen 1","uploads/laporan_cirebon_0832.jpg","-6.863914","108.7401047","2024-04-30 17:07:43","diterima"
"834","Jl. Raya Talun KM 21 Segmen 4","uploads/laporan_cirebon_0833.jpg","-6.7876919","108.4704965","2024-03-06 01:14:32","diperbaiki"
"835","Jl. Raya Mundu KM 22 Segmen 2","uploads/laporan_cirebon_0834.jpg","-6.804571","108.4540231","2023-06-28 02:23:34","diterima"
"836","Jl. Raya Suranenggala KM 18 Segmen 2","uploads/laporan_cirebon_0835.jpg","-6.8276979","108.5446495","2024-05-10 00:58:41","diterima"
"837","Jl. Raya Beber KM 19 Segmen 4","uploads/laporan_cirebon_0836.jpg","-6.8400538","108.5263475","2024-06-10 12:06:04","diperbaiki"
"838","Jl. Cipto Mangunkusumo KM 5 Segmen 1","uploads/laporan_cirebon_0837.jpg","-6.7352425","108.6974831","2023-06-14 20:14:30","diperbaiki"
"839","Jl. Pangeran Cakrabuana KM 14 Segmen 7","uploads/laporan_cirebon_0838.jpg","-6.837356","108.660177","2025-07-10 02:33:13","selesai"
"840","Jl. Raya Mundu KM 20 Segmen 6","uploads/laporan_cirebon_0839.jpg","-6.7906458","108.7641977","2025-11-08 10:51:22","selesai"
"841","Jl. Pangeran Cakrabuana KM 25 Segmen 8","uploads/laporan_cirebon_0840.jpg","-6.7012737","108.4236706","2025-12-21 12:40:25","diperbaiki"
"842","Jl. Raya Pangenan KM 10 Segmen 8","uploads/laporan_cirebon_0841.jpg","-6.7353089","108.8253007","2023-08-12 13:19:57","selesai"
"843","Jl. Raya Suranenggala KM 9 Segmen 6","uploads/laporan_cirebon_0842.jpg","-6.7627731","108.7088189","2025-10-30 14:43:51","diterima"
"844","Jl. Raya Kedawung KM 15 Segmen 8","uploads/laporan_cirebon_0843.jpg","-6.8894076","108.6034072","2024-06-30 05:39:48","diperbaiki"
"845","Jl. Raya Plered KM 10 Segmen 6","uploads/laporan_cirebon_0844.jpg","-6.6884459","108.4398752","2023-06-10 04:35:27","diperbaiki"
"846","Jl. Sunan Gunung Jati KM 11 Segmen 2","uploads/laporan_cirebon_0845.jpg","-6.6226492","108.6303904","2024-09-14 22:31:16","diperbaiki"
"847","Jl. Raya Losari KM 20 Segmen 4","uploads/laporan_cirebon_0846.jpg","-6.7082178","108.8377291","2024-08-19 12:42:53","diterima"
"848","Jl. Raya Ciledug KM 23 Segmen 7","uploads/laporan_cirebon_0847.jpg","-6.6254901","108.5846162","2024-06-15 21:10:18","diperbaiki"
"849","Jl. Raya Losari KM 6 Segmen 2","uploads/laporan_cirebon_0848.jpg","-6.6412215","108.7145971","2025-01-26 05:53:34","diterima"
"850","Jl. Raya Gunung Jati KM 15 Segmen 6","uploads/laporan_cirebon_0849.jpg","-6.7057193","108.7663508","2023-10-01 23:14:34","diterima"
"851","Jl. Raya Gegesik KM 3 Segmen 2","uploads/laporan_cirebon_0850.jpg","-6.660072","108.6603105","2024-08-11 21:49:35","diterima"
"852","Jl. Cipto Mangunkusumo KM 3 Segmen 4","uploads/laporan_cirebon_0851.jpg","-6.6140382","108.7970129","2025-09-15 11:45:01","selesai"
"853","Jl. Raya Weru KM 22 Segmen 3","uploads/laporan_cirebon_0852.jpg","-6.741459","108.5170065","2025-08-14 13:11:37","diperbaiki"
"854","Jl. Raya Palimanan KM 7 Segmen 6","uploads/laporan_cirebon_0853.jpg","-6.7950926","108.7533429","2025-11-21 22:47:35","diterima"
"855","Jl. Raya Astanajapura KM 23 Segmen 6","uploads/laporan_cirebon_0854.jpg","-6.5533988","108.6538817","2025-08-08 05:01:39","ditolak"
"856","Jl. Raya Gegesik KM 5 Segmen 5","uploads/laporan_cirebon_0855.jpg","-6.8781563","108.8035056","2023-03-24 19:43:47","diterima"
"857","Jl. Raya Pabedilan KM 12 Segmen 2","uploads/laporan_cirebon_0856.jpg","-6.5985633","108.7868694","2024-01-01 17:25:35","diperbaiki"
"858","Jl. Raya Tengah Tani KM 13 Segmen 6","uploads/laporan_cirebon_0857.jpg","-6.6508792","108.5708353","2024-11-07 08:03:39","diperbaiki"
"859","Jl. Raya Arjawinangun KM 16 Segmen 3","uploads/laporan_cirebon_0858.jpg","-6.8341206","108.5607597","2024-07-13 23:30:21","selesai"
