_id,No,Kode Wilayah Kabupaten / Kota,Nama Kabupaten/Kota,Latitude,Longitude,BANJIR,CUACA EKSTREM,ERUPSI GUNUNG API,GELOMBANG PASANG DAN ABRASI,GEMPABUMI,KEBAKARAN HUTAN DAN LAHAN,KEKERINGAN,TANAH LONGSOR,TSUNAMI
179,179,3306,PURWOREJO,-7.69957724599999959735896482015959918498992919921875,109.96603740000000470899976789951324462890625,1,0,0,0,0,1,2,1,0.0
180,180,3307,WONOSOBO,-7.41553522700000034006961868726648390293121337890625,109.9072230000000018890204955823719501495361328125,1,3,0,0,0,1,0,1,0.0
181,181,3308,MAGELANG,-7.501579690999999883160853642039000988006591796875,110.2467331999999942127033136785030364990234375,0,1,0,0,0,0,0,1,0.0
182,182,3309,BOYOLALI,-7.418562110999999958949047140777111053466796875,110.6506564000000025771441869437694549560546875,0,2,0,0,1,0,1,0,0.0
183,183,3310,KLATEN,-7.6863951830000001308462742599658668041229248046875,110.61989760000000160289346240460872650146484375,1,6,0,0,0,8,2,0,0.0
184,184,3311,SUKOHARJO,-7.68085737999999995651023709797300398349761962890625,110.8346284999999937781467451713979244232177734375,1,1,0,0,0,3,0,0,0.0
185,185,3312,WONOGIRI,-7.92020166699999972337309372960589826107025146484375,111.000403599999998505154508166015148162841796875,1,1,0,0,0,0,0,0,0.0
186,186,3313,KARANGANYAR,-7.6144577269999995650096025201492011547088623046875,111.0192655000000030440787668339908123016357421875,1,4,0,0,1,1,0,1,0.0
187,187,3314,SRAGEN,-7.38713115599999969873579175327904522418975830078125,110.97743520000000216896296478807926177978515625,6,2,0,0,0,3,2,1,0.0
188,188,3315,GROBOGAN,-7.11687964099999970102317092823795974254608154296875,110.9271006999999968911652103997766971588134765625,7,4,0,0,0,0,1,0,0.0
189,189,3316,BLORA,-7.0759622689999996936194293084554374217987060546875,111.3876364999999992733137332834303379058837890625,3,2,0,0,0,0,0,0,0.0
190,190,3317,REMBANG,-6.7754627840000001270936991204507648944854736328125,111.4612750000000005456968210637569427490234375,0,1,0,0,1,1,0,0,0.0
191,191,3318,PATI,-6.7439272839999997444238033494912087917327880859375,111.0415157999999991034201229922473430633544921875,5,2,0,0,0,1,2,0,0.0
192,192,3319,KUDUS,-6.7890680630000002082624632748775184154510498046875,110.8697217999999935500454739667475223541259765625,2,1,0,0,0,1,0,0,0.0
193,193,3320,JEPARA,-6.54852631600000023581742425449192523956298828125,110.7678580000000039262886275537312030792236328125,3,4,0,0,0,0,1,0,0.0
194,194,3321,DEMAK,-6.9108357879999999795472831465303897857666015625,110.6318500000000000227373675443232059478759765625,3,3,0,0,0,1,1,0,0.0
195,195,3322,SEMARANG,-7.27203134899999970031103657674975693225860595703125,110.4752653999999978395862854085862636566162109375,1,1,0,0,0,4,1,0,0.0
196,196,3323,TEMANGGUNG,-7.25785886099999988374520398792810738086700439453125,110.135632200000003422246663831174373626708984375,2,1,0,0,0,0,1,2,0.0
197,197,3324,KENDAL,-7.03766605800000011328165783197619020938873291015625,110.156119399999994357131072320044040679931640625,2,2,0,0,0,2,0,1,0.0
198,198,3325,BATANG,-7.021267064999999973906597006134688854217529296875,109.86149349999999458304955624043941497802734375,0,0,0,0,1,0,0,0,0.0
199,199,3326,PEKALONGAN,-7.05682923599999956110195853398181498050689697265625,109.6204168000000009897121344693005084991455078125,3,1,0,0,0,0,0,0,0.0
200,200,3327,PEMALANG,-7.0364411530000001704365786281414330005645751953125,109.3950228000000066685970523394644260406494140625,1,0,0,0,0,0,0,1,0.0
201,201,3328,TEGAL,-7.031102081000000225685653276741504669189453125,109.1584050999999959685737849213182926177978515625,4,4,0,0,0,0,1,0,0.0
202,202,3329,BREBES,-7.0589030550000000374666342395357787609100341796875,108.9279209000000037121935747563838958740234375,5,1,0,0,0,0,0,3,0.0
203,203,3372,KOTA SURAKARTA,-7.55808172500000008398046702495776116847991943359375,110.82338939999999638530425727367401123046875,2,3,0,0,0,0,0,1,0.0
204,204,3374,KOTA SEMARANG,-7.0205072079999997214372342568822205066680908203125,110.3896481999999963363734423182904720306396484375,3,0,0,0,0,0,0,0,0.0
205,205,3375,KOTA PEKALONGAN,-6.89313182700000037783638617838732898235321044921875,109.6778206000000039921360439620912075042724609375,4,0,0,0,1,0,0,0,0.0
206,206,3376,KOTA TEGAL,-6.868935042000000379402990802191197872161865234375,109.11565799999999626379576511681079864501953125,3,1,0,0,0,2,1,0,0.0
207,207,3401,KULON PROGO,-7.818871152999999907251549302600324153900146484375,110.1674072999999935973391984589397907257080078125,0,6,0,0,1,14,2,3,0.0
208,208,3402,BANTUL,-7.9016693430000000120116965263150632381439208984375,110.354692400000004681714926846325397491455078125,0,8,0,0,1,0,0,0,0.0
209,209,3403,GUNUNGKIDUL,-7.994236636000000117974195745773613452911376953125,110.6120609999999970796125126071274280548095703125,0,11,0,0,1,0,1,2,0.0
210,210,3404,SLEMAN,-7.71543480299999995253301676711998879909515380859375,110.383490899999998191560734994709491729736328125,0,13,0,0,1,1,0,0,0.0
211,211,3501,PACITAN,-8.12621755800000045155684347264468669891357421875,111.1790326999999933832441456615924835205078125,0,2,0,0,0,2,0,1,0.0
212,212,3502,PONOROGO,-7.9313201979999998769699232070706784725189208984375,111.4993659000000008063580025918781757354736328125,2,1,0,0,0,19,0,0,0.0
213,213,3503,TRENGGALEK,-8.161920882000000432299202657304704189300537109375,111.626270599999998012208379805088043212890625,1,3,0,0,0,14,3,1,0.0
214,214,3504,TULUNGAGUNG,-8.1132549269999998386992956511676311492919921875,111.8872020000000020445440895855426788330078125,0,7,0,0,0,1,0,1,0.0
215,215,3505,BLITAR,-8.1301089639999997160657585482113063335418701171875,112.2381294999999994388417690061032772064208984375,1,9,0,0,0,4,1,1,0.0
216,216,3506,KEDIRI,-7.82887140299999995107782524428330361843109130859375,112.0896359999999987167029757983982563018798828125,3,2,0,0,0,1,0,0,0.0
217,217,3507,MALANG,-8.12685701899999912711791694164276123046875,112.6410752999999971279976307414472103118896484375,1,9,0,0,0,6,0,2,0.0
218,218,3508,LUMAJANG,-8.1253009340000001969883669517002999782562255859375,113.1375745999999935520463623106479644775390625,2,5,0,0,1,1,0,2,0.0
219,219,3509,JEMBER,-8.23597853300000082299447967670857906341552734375,113.655695199999996702899807132780551910400390625,10,10,0,0,0,3,1,0,0.0
220,220,3510,BANYUWANGI,-8.364926510000000092759364633820950984954833984375,114.205523999999996931364876218140125274658203125,1,2,0,0,0,9,0,0,0.0
221,221,3511,BONDOWOSO,-7.94402345099999962485526339150965213775634765625,113.947550500000005513356882147490978240966796875,4,7,0,0,0,15,0,0,0.0
222,222,3512,SITUBONDO,-7.801312478999999910911355982534587383270263671875,114.051380399999999326610122807323932647705078125,3,1,0,0,0,12,0,1,0.0
223,223,3513,PROBOLINGGO,-7.86651979699999959194656184990890324115753173828125,113.32086689999999862266122363507747650146484375,4,1,0,0,0,10,0,0,0.0
224,224,3514,PASURUAN,-7.74291817200000043186491893720813095569610595703125,112.8317396999999999707142706029117107391357421875,13,6,0,0,0,12,0,0,0.0
225,225,3515,SIDOARJO,-7.45205465500000041600969780120067298412322998046875,112.7013572999999979629137669689953327178955078125,7,9,0,0,1,1,0,0,0.0
226,226,3516,MOJOKERTO,-7.54986757799999974594129525939933955669403076171875,112.485249100000004318644641898572444915771484375,8,5,0,0,0,9,1,1,0.0
227,227,3517,JOMBANG,-7.5451023660000000603531589149497449398040771484375,112.26512950000000046202330850064754486083984375,4,8,0,0,0,7,0,1,0.0
228,228,3518,NGANJUK,-7.59742263299999986969623932964168488979339599609375,111.9384385999999977912011672742664813995361328125,3,1,0,0,0,1,1,1,0.0
229,229,3519,MADIUN,-7.62422227800000040787153920973651111125946044921875,111.6457161999999954105078359134495258331298828125,6,3,0,0,0,2,0,0,0.0
230,230,3520,MAGETAN,-7.66288134299999956766669129137881100177764892578125,111.357902300000006334812496788799762725830078125,3,4,0,0,0,5,2,0,0.0
231,231,3521,NGAWI,-7.43923853099999998761404640390537679195404052734375,111.3430900999999977329935063607990741729736328125,1,2,0,0,0,1,1,0,0.0
232,232,3522,BOJONEGORO,-7.2554327599999997033819454372860491275787353515625,111.8098374000000063688275986351072788238525390625,6,5,0,0,1,2,1,0,0.0
233,233,3523,TUBAN,-6.95313577699999996184487827122211456298828125,111.8915123999999963189111440442502498626708984375,4,2,0,0,1,0,0,0,0.0
234,234,3524,LAMONGAN,-7.1311124269999996982960510649718344211578369140625,112.300781000000000631189323030412197113037109375,8,5,0,0,1,0,0,0,0.0
235,235,3525,GRESIK,-6.9268701400000001200396582134999334812164306640625,112.558148299999999153442331589758396148681640625,8,5,0,0,1,0,0,0,0.0
236,236,3526,BANGKALAN,-7.04423820199999983771022016298957169055938720703125,112.92961850000000367799657396972179412841796875,1,1,0,0,0,0,0,0,0.0
237,237,3527,SAMPANG,-7.05198377999999959087062961771152913570404052734375,113.2562666000000035637640394270420074462890625,1,4,0,0,0,0,0,0,0.0
238,238,3528,PAMEKASAN,-7.0651075629999997573804648709483444690704345703125,113.503914699999995718826539814472198486328125,2,14,0,0,1,1,0,1,0.0
239,239,3529,SUMENEP,-6.98851799499999959408569338847883045673370361328125,113.8055600999999938949258648790419101715087890625,2,2,0,0,0,1,0,0,0.0
240,240,3571,KOTA KEDIRI,-7.8263050730000003341046976856887340545654296875,112.013837800000004563116817735135555267333984375,0,1,0,0,0,2,0,0,0.0
241,241,3572,KOTA BLITAR,-8.0950243440000004824241841561160981655120849609375,112.1669969999999949550328892655670642852783203125,0,1,0,0,0,0,0,0,0.0
242,242,3573,KOTA MALANG,-7.978964241999999984500391292385756969451904296875,112.63637959999999793581082485616207122802734375,2,0,0,0,0,0,0,0,0.0
243,243,3575,KOTA PASURUAN,-7.64968892000000000308546077576465904712677001953125,112.910068300000006047412171028554439544677734375,6,2,0,0,0,0,0,0,0.0
244,244,3576,KOTA MOJOKERTO,-7.4713126509999998603461790480650961399078369140625,112.4374365999999980658685672096908092498779296875,1,0,0,0,0,0,0,0,0.0
245,245,3577,KOTA MADIUN,-7.6279831490000002958140612463466823101043701171875,111.5281764000000066516804508864879608154296875,2,1,0,0,0,1,0,0,0.0
246,246,3578,KOTA SURABAYA,-7.27507327799999981010614646947942674160003662109375,112.7238066000000031863237381912767887115478515625,1,1,0,0,1,2,0,0,0.0
247,247,3579,KOTA BATU,-7.83310858200000037498966776183806359767913818359375,112.5311200999999954319719108752906322479248046875,0,0,0,0,0,1,0,1,0.0
248,248,3601,PANDEGLANG,-6.59023067299999976142999003059230744838714599609375,105.74298210000000608488335274159908294677734375,9,5,0,0,0,2,0,2,0.0
249,249,3602,LEBAK,-6.64212889600000000456248017144389450550079345703125,106.2128536000000025296685635112226009368896484375,6,2,0,0,1,0,0,3,0.0
250,250,3603,TANGERANG,-6.174631025000000050795279094018042087554931640625,106.51851279999999633218976669013500213623046875,1,0,0,0,0,0,0,0,0.0
251,251,3604,SERANG,-6.14221883200000018376840671407990157604217529296875,106.146654799999993201709003187716007232666015625,15,2,0,0,0,1,0,0,0.0
252,252,3671,KOTA TANGERANG,-6.18286941299999970311773722642101347446441650390625,106.6518228000000050315065891481935977935791015625,3,0,0,0,0,0,0,0,0.0
253,253,3672,KOTA CILEGON,-5.9980465960000000080754034570418298244476318359375,106.0192760000000049558366299606859683990478515625,6,0,0,0,0,1,0,0,0.0
254,254,3673,KOTA SERANG,-6.1233859969999997474587871693074703216552734375,106.166298699999998689236235804855823516845703125,9,8,0,0,0,0,1,0,0.0
255,255,3674,KOTA TANGERANG SELATAN,-6.30184780200000016492367649334482848644256591796875,106.707340700000003153036232106387615203857421875,17,0,0,0,0,0,1,2,0.0
256,256,5101,JEMBRANA,-8.3125228260000003643881427706219255924224853515625,114.6826650999999941404894343577325344085693359375,0,4,0,0,0,0,0,0,0.0
257,257,5102,TABANAN,-8.4282216600000001704984242678619921207427978515625,115.0787775000000010550138540565967559814453125,0,1,0,0,0,0,0,1,0.0
258,258,5103,BADUNG,-8.5834675990000004475177775020711123943328857421875,115.1884052999999994426616467535495758056640625,0,4,0,0,1,0,0,0,0.0
259,259,5104,GIANYAR,-8.4804943179999998648099790443666279315948486328125,115.2875566999999961126377456821501255035400390625,0,1,0,0,1,0,0,1,0.0
260,260,5105,KLUNGKUNG,-8.7370308300000001366925062029622495174407958984375,115.5355210999999968635165714658796787261962890625,0,2,0,0,1,0,0,0,0.0
261,261,5106,BANGLI,-8.2935905250000008237520887632854282855987548828125,115.3468431000000009589712135493755340576171875,1,0,0,0,0,1,0,1,0.0
262,262,5107,KARANGASEM,-8.3742010619999991405393302557058632373809814453125,115.530070499999993671735865063965320587158203125,1,1,0,0,0,9,0,1,0.0
263,263,5108,BULELENG,-8.2002358530000005742977009504102170467376708984375,114.9625779999999934943843982182443141937255859375,0,4,0,0,0,1,0,0,0.0
264,264,5201,LOMBOK BARAT,-8.6644089009999998296507328632287681102752685546875,116.0942347000000012258169590495526790618896484375,2,6,0,0,0,0,1,0,0.0
265,265,5202,LOMBOK TENGAH,-8.722795723000000833735612104646861553192138671875,116.2891436999999967838448355905711650848388671875,4,6,0,0,0,0,1,0,0.0
266,266,5203,LOMBOK TIMUR,-8.5331168010000002510651029297150671482086181640625,116.5306661999999988665877026505768299102783203125,1,1,0,0,0,0,1,0,0.0
267,267,5204,SUMBAWA,-8.7032212359999991946324371383525431156158447265625,117.4849382000000019843355403281748294830322265625,7,2,0,0,1,0,1,0,0.0
268,268,5205,DOMPU,-8.4721420439999999274505171342752873897552490234375,118.2168061999999935096639092080295085906982421875,5,0,0,0,0,0,1,0,0.0
269,269,5206,BIMA,-8.47476373399999971525176079012453556060791015625,118.618619800000004715911927632987499237060546875,19,1,0,1,0,2,1,0,0.0
270,270,5207,SUMBAWA BARAT,-8.8297086650000000673799149808473885059356689453125,116.915057899999993651363183744251728057861328125,0,1,0,0,0,0,1,0,0.0
271,271,5208,LOMBOK UTARA,-8.3490406880000005429565135273151099681854248046875,116.28349719999999933861545287072658538818359375,0,0,0,0,0,1,1,1,0.0
272,272,5271,KOTA MATARAM,-8.5902687770000003553150236257351934909820556640625,116.11109310000000505169737152755260467529296875,1,0,0,1,0,0,0,0,0.0
273,273,5272,KOTA BIMA,-8.4557992960000003535014911903999745845794677734375,118.7849065999999993437086232006549835205078125,5,0,0,0,0,0,1,0,0.0
274,274,5301,KUPANG,-9.9182135650000002868864612537436187267303466796875,123.8599569000000002461092662997543811798095703125,2,3,0,0,0,0,0,0,0.0
275,275,5302,TIMOR TENGAH SELATAN,-9.8279559289999998128450897638686001300811767578125,124.3967496000000068079316406510770320892333984375,1,0,0,0,0,0,0,0,0.0
276,276,5303,TIMOR TENGAH UTARA,-9.377530168999999915513399173505604267120361328125,124.569667600000002494198270142078399658203125,0,1,0,0,0,0,0,0,0.0
277,277,5304,BELU,-9.153849769000000691221430315636098384857177734375,124.9684445999999979903805069625377655029296875,1,1,0,0,0,0,0,0,0.0
278,278,5305,ALOR,-8.3036715880000002698579919524490833282470703125,124.5687626999999935151208774186670780181884765625,1,1,0,0,0,0,0,0,0.0
279,279,5306,FLORES TIMUR,-8.352079728999999730376657680608332157135009765625,122.8403160999999954583472572267055511474609375,0,1,3,0,0,0,0,0,0.0
280,280,5307,SIKKA,-8.695289145000000274876583716832101345062255859375,122.38115759999999454521457664668560028076171875,1,0,0,1,0,0,0,0,0.0
281,281,5308,ENDE,-8.6772395160000002078959369100630283355712890625,121.734131700000006048867362551391124725341796875,0,1,0,2,0,0,0,3,0.0
282,282,5309,NGADA,-8.667527040999999599080183543264865875244140625,121.0011819000000059531885199248790740966796875,0,1,0,0,0,0,0,0,0.0
283,283,5310,MANGGARAI,-8.569361128000000604743036092258989810943603515625,120.401522099999993997698766179382801055908203125,0,1,0,0,0,0,0,0,0.0
284,284,5311,SUMBA TIMUR,-9.87729817499999995789039530791342258453369140625,120.2549676999999945792296784929931163787841796875,1,0,0,0,0,0,0,0,0.0
285,285,5312,SUMBA BARAT,-9.642180737000000334546712110750377178192138671875,119.379714000000006990376277826726436614990234375,0,0,0,0,0,2,0,0,0.0
286,286,5313,LEMBATA,-8.380280744000000225923940888606011867523193359375,123.5423442000000022744643501937389373779296875,1,0,0,1,0,7,0,0,0.0
287,287,5314,ROTE NDAO,-10.7260353699999999577130438410677015781402587890625,123.1243573999999938450855552218854427337646484375,0,1,0,0,0,2,1,0,0.0
288,288,5315,MANGGARAI BARAT,-8.6025435370000007395674401777796447277069091796875,119.9889210000000048239598982036113739013671875,1,0,0,0,0,2,0,1,0.0
289,289,5316,NAGEKEO,-8.6887086940000006762829798390157520771026611328125,121.2730116000000037956851883791387081146240234375,1,0,0,0,0,0,0,0,0.0
290,290,5318,SUMBA BARAT DAYA,-9.5342433629999998601078914362005889415740966796875,119.18003640000000586951500736176967620849609375,0,1,0,0,0,0,0,0,0.0
291,291,5321,MALAKA,-9.521769043999999126981492736376821994781494140625,124.889319999999997889972291886806488037109375,2,0,0,0,0,0,0,0,0.0
292,292,5371,KOTA KUPANG,-10.2042974900000000815225575934164226055145263671875,123.6071840999999977839252096600830554962158203125,1,1,0,0,0,1,0,1,0.0
293,293,6101,SAMBAS,1.4299699969999999371594867625390179455280303955078125,109.346384599999993270103004761040210723876953125,6,0,0,0,0,2,0,0,0.0
294,294,6102,MEMPAWAH,0.35833555900000002569782964201294817030429840087890625,109.156025099999993699384503997862339019775390625,2,0,0,0,0,0,0,0,0.0
295,295,6103,SANGGAU,0.268685812999999995565048038770328275859355926513671875,110.43207630000000563086359761655330657958984375,8,0,0,0,0,0,0,0,0.0
296,296,6104,KETAPANG,-1.6332239529999998950415829312987625598907470703125,110.613874100000003863897291012108325958251953125,5,0,0,0,0,1,0,0,0.0
297,297,6105,SINTANG,0.09263601800000000052737192390850395895540714263916015625,112.0715239999999965903043630532920360565185546875,4,0,0,0,0,0,0,0,0.0
298,298,6106,KAPUAS HULU,0.83523823100000005315024509400245733559131622314453125,112.8108763000000038800862967036664485931396484375,2,0,0,0,0,0,0,0,0.0
299,299,6107,BENGKAYANG,1.0120336709999999680320570405456237494945526123046875,109.5644391999999953668520902283489704132080078125,5,0,0,0,0,0,0,0,0.0
300,300,6108,LANDAK,0.51655838399999998156175706753856502473354339599609375,109.7711804000000057612851378507912158966064453125,6,0,0,0,0,0,0,0,0.0
301,301,6109,SEKADAU,-0.003879338999999999877676959414429802563972771167755126953125,110.9513185999999933528670226223766803741455078125,3,0,0,0,0,0,0,0,0.0
302,302,6110,MELAWI,-0.63263543499999996821969716620515100657939910888671875,111.7275771000000048616129788570106029510498046875,7,0,0,0,0,3,0,0,0.0
303,303,6111,KAYONG UTARA,-1.078590990999999998933844835846684873104095458984375,110.1137398999999987836417858488857746124267578125,0,0,0,0,0,1,0,0,0.0
304,304,6112,KUBU RAYA,-0.386740778000000007263992074513225816190242767333984375,109.5374742000000054531483328901231288909912109375,6,2,0,0,0,3,0,0,0.0
305,305,6171,KOTA PONTIANAK,-0.0252246980000000002586357794598370674066245555877685546875,109.3314103000000017118509276770055294036865234375,0,1,0,0,0,0,0,0,0.0
306,306,6172,KOTA SINGKAWANG,0.89852430900000002100824758599628694355487823486328125,109.034892299999995657344697974622249603271484375,2,0,0,0,0,0,0,0,0.0
307,307,6201,KOTAWARINGIN BARAT,-2.545690161000000006907839633640833199024200439453125,111.7468616999999966310497256927192211151123046875,4,0,0,0,0,1,0,0,0.0
308,308,6202,KOTAWARINGIN TIMUR,-2.064990149000000219103867493686266243457794189453125,112.7130298999999951092831906862556934356689453125,6,0,0,0,0,1,0,0,0.0
309,309,6203,KAPUAS,-1.74785012300000008877987056621350347995758056640625,114.2980251000000038175130612216889858245849609375,2,0,0,0,0,0,0,0,0.0
310,310,6204,BARITO SELATAN,-1.8018651070000000213866542253526858985424041748046875,114.9240367999999961057255859486758708953857421875,1,0,0,0,0,1,0,0,0.0
311,311,6205,BARITO UTARA,-0.933064982999999958934722599224187433719635009765625,115.1347324999999983674570103175938129425048828125,2,0,0,0,0,2,0,0,0.0
312,312,6206,KATINGAN,-1.6998761989999999766354221719666384160518646240234375,113.059832099999994170502759516239166259765625,2,0,0,0,0,1,0,0,0.0
313,313,6207,SERUYAN,-2.283010007000000118893012768239714205265045166015625,112.1762705000000011068550520576536655426025390625,1,0,0,0,0,1,0,0,0.0
314,314,6208,SUKAMARA,-2.623038982000000185479393621790222823619842529296875,111.1609049999999996316546457819640636444091796875,4,0,0,0,0,3,0,0,0.0
315,315,6209,LAMANDAU,-1.8011212469999999807868107382091693580150604248046875,111.4066787999999945668605505488812923431396484375,5,0,0,0,0,1,0,0,0.0
316,316,6210,GUNUNG MAS,-1.025666744000000019099161363556049764156341552734375,113.5331618000000020174411474727094173431396484375,2,0,0,0,0,2,0,0,0.0
317,317,6211,PULANG PISAU,-2.716050763999999784203964736661873757839202880859375,113.95521270000000413347152061760425567626953125,3,0,0,0,0,1,0,0,0.0
318,318,6212,MURUNG RAYA,-0.030913823999999999470045253247008076868951320648193359375,114.2791011999999994941390468738973140716552734375,3,0,0,0,0,1,0,0,0.0
319,319,6271,KOTA PALANGKARAYA,-2.0184572819999999637730070389807224273681640625,113.76907099999999672945705242455005645751953125,4,0,0,0,0,2,0,0,0.0
320,320,6301,TANAH LAUT,-3.818820581000000213833800444263033568859100341796875,114.903390400000006366099114529788494110107421875,1,0,0,0,0,1,0,0,0.0
321,321,6303,BANJAR,-3.318252430999999891270135776721872389316558837890625,115.088346099999995431062416173517704010009765625,1,4,0,0,0,3,0,0,0.0
322,322,6304,BARITO KUALA,-3.090319818999999856856675251037813723087310791015625,114.626071499999994784957380034029483795166015625,0,0,0,0,0,1,0,0,0.0
323,323,6305,TAPIN,-2.924670058999999877613618082250468432903289794921875,115.04784349999999903957359492778778076171875,2,0,0,0,0,0,0,0,0.0
324,324,6307,HULU SUNGAI TENGAH,-2.603491541999999991929826137493364512920379638671875,115.5021349000000014939359971322119235992431640625,1,0,0,0,0,0,0,0,0.0
325,325,6308,HULU SUNGAI UTARA,-2.442070172999999844165586182498373091220855712890625,115.157075800000001208900357596576213836669921875,1,0,0,0,0,0,0,0,0.0
326,326,6309,TABALONG,-1.8860137239999998914896650603623129427433013916015625,115.5164778000000040947270463220775127410888671875,1,0,0,0,0,0,0,0,0.0
327,327,6310,TANAH BUMBU,-3.447356581999999836085635251947678625583648681640625,115.65456629999999904612195678055286407470703125,6,0,0,0,0,0,0,0,0.0
328,328,6311,BALANGAN,-2.3191394079999998467656041611917316913604736328125,115.6421691999999978861524141393601894378662109375,2,0,0,0,0,0,0,1,0.0
329,329,6372,KOTA BANJARBARU,-3.476443994999999897999032327788881957530975341796875,114.8183910999999994828613125719130039215087890625,0,0,0,0,0,1,0,0,0.0
330,330,6401,PASER,-1.7332624109999998918141272952198050916194915771484375,116.0935257999999947742253425531089305877685546875,3,1,0,0,0,3,0,0,0.0
331,331,6402,KUTAI KARTANEGARA,0.08674088300000000473222172558962483890354633331298828125,116.512671299999993834717315621674060821533203125,0,0,0,0,0,30,0,1,0.0
332,332,6403,BERAU,1.928384072000000060143065638840198516845703125,117.3037788999999975203536450862884521484375,2,0,0,1,0,1,0,0,0.0
333,333,6407,KUTAI BARAT,-0.50595524400000002618327243908424861729145050048828125,115.833785000000005993570084683597087860107421875,5,1,0,0,0,14,0,0,0.0
334,334,6408,KUTAI TIMUR,0.95772734999999997729247525057871825993061065673828125,117.13841619999999466017470695078372955322265625,0,0,0,0,0,13,0,0,0.0
335,335,6409,PENAJAM PASER UTARA,-1.156951336000000107873120214208029210567474365234375,116.59675160000000460058799944818019866943359375,9,2,0,0,0,4,0,0,0.0
336,336,6411,MAHAKAM ULU,0.71936995800000003153940042466274462640285491943359375,114.8715969999999941819623927585780620574951171875,2,0,0,0,0,0,0,0,0.0
337,337,6471,KOTA BALIKPAPAN,-1.1593697339999999851301026865257881581783294677734375,116.86560439999999516658135689795017242431640625,1,0,0,0,0,5,0,1,0.0
338,338,6472,KOTA SAMARINDA,-0.500724747000000025565213945810683071613311767578125,117.178707000000002835804480127990245819091796875,7,0,0,0,0,24,0,1,0.0
339,339,6474,KOTA BONTANG,0.0907319020000000031611619988325401209294795989990234375,117.4571523000000041747625800780951976776123046875,0,0,0,0,0,13,0,0,0.0
340,340,6501,BULUNGAN,2.81467155999999985027670845738612115383148193359375,117.0374884999999949286575429141521453857421875,2,0,0,0,0,3,0,0,0.0
341,341,6502,MALINAU,2.478197408999999851175743970088660717010498046875,115.7168477999999964822563924826681613922119140625,2,0,0,0,0,0,0,0,0.0
342,342,6503,NUNUKAN,3.9946080699999999552574081462807953357696533203125,116.66301409999999805222614668309688568115234375,1,0,0,0,0,0,0,1,0.0
343,343,6571,KOTA TARAKAN,3.35940566799999995595271684578619897365570068359375,117.5995113000000031888703233562409877777099609375,0,0,0,0,0,0,0,1,0.0
344,344,7101,BOLAANG MONGONDOW,0.7079298609999999936093217911547981202602386474609375,124.040273600000006126720109023153781890869140625,4,0,0,0,0,0,0,0,0.0
345,345,7102,MINAHASA,1.2546841289999999258242269206675700843334197998046875,124.8541690999999929090336081571877002716064453125,3,2,0,1,0,0,0,0,0.0
346,346,7103,KEPULAUAN SANGIHE,3.5506992359999998143393895588815212249755859375,125.541304499999995414327713660895824432373046875,1,0,0,0,0,0,0,0,0.0
347,347,7104,KEPULAUAN TALAUD,4.22564939100000014349234334076754748821258544921875,126.7816336000000063677362049929797649383544921875,1,0,0,0,0,0,0,0,0.0
348,348,7105,MINAHASA SELATAN,1.08459221699999996957330949953757226467132568359375,124.5210498999999941815985948778688907623291015625,0,1,0,0,0,0,0,0,0.0
349,349,7106,MINAHASA UTARA,1.549139496000000004727326086140237748622894287109375,125.00805320000000619984348304569721221923828125,1,0,0,0,0,0,0,0,0.0
350,350,7108,BOLAANG MONGONDOW UTARA,0.76795197800000003507392420942778699100017547607421875,123.48113250000000107320374809205532073974609375,3,0,0,0,0,0,0,0,0.0
351,351,7109,KEP. SIAU TAGULANDANG BIARO,2.726859358000000010946450856863521039485931396484375,125.3911968999999970719727571122348308563232421875,0,0,1,0,0,0,0,0,0.0
352,352,7111,BOLAANG MONGONDOW SELATAN,0.44423329499999997249659600129234604537487030029296875,123.932896499999998241037246771156787872314453125,1,0,0,0,0,0,0,0,0.0
353,353,7171,KOTA MANADO,1.5247075900000000014955503502278588712215423583984375,124.848557499999998299244907684624195098876953125,1,0,0,0,0,0,0,1,0.0
354,354,7172,KOTA BITUNG,1.484776625999999932759010334848426282405853271484375,125.1614301000000040176018956117331981658935546875,2,0,0,0,0,0,0,0,0.0
355,355,7201,BANGGAI,-1.02082829300000010874782674363814294338226318359375,122.583642900000000963700585998594760894775390625,10,0,0,0,0,0,0,0,0.0
356,356,7202,POSO,-1.680824945999999986412376529187895357608795166015625,120.5210919000000018286300473846495151519775390625,10,0,0,0,0,0,0,0,0.0
357,357,7203,DONGGALA,-0.395871307000000005604789521385100670158863067626953125,119.8357213999999970610588206909596920013427734375,11,1,0,0,0,0,0,0,0.0
358,358,7204,TOLI TOLI,0.92601077099999995478896153144887648522853851318359375,120.718922800000001416265149600803852081298828125,3,0,0,0,0,0,0,0,0.0
359,359,7205,BUOL,0.9779759999999999564579411526210606098175048828125,121.37277860000000373474904336035251617431640625,5,0,0,0,1,0,0,0,0.0
360,360,7206,MOROWALI,-2.693858300000000038920688893995247781276702880859375,121.9135837000000037733116187155246734619140625,6,1,0,0,1,0,0,0,0.0
361,361,7207,BANGGAI KEPULAUAN,-1.262950103000000101616251413361169397830963134765625,123.1499002999999987650880939327180385589599609375,1,1,0,0,0,1,0,0,0.0
362,362,7208,PARIGI MOUTONG,0.40149961499999997638354898299439810216426849365234375,120.204212699999999358624336309731006622314453125,14,0,0,0,0,0,0,1,0.0
